==================== [ 데이터 갱신 완료 ] ====================

2024-08-06 15:39:30.871755 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3642000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:40:34.869020 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3637000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:41:38.914325 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3629000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:42:42.855480 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3629000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:43:46.940929 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3631000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:44:50.991738 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3636000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:45:55.499829 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3632000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:46:59.758675 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3623000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:48:04.037698 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3623000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:49:08.107613 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3625000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:50:12.152283 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3627000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:51:16.379443 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3629000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:52:20.215152 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3626000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:53:24.147295 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3628000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:54:28.217186 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3625000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:55:32.283590 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3621000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:56:36.672553 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3618000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:57:40.652561 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3620000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:58:44.844298 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3619000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 15:59:48.764832 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3621000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:00:52.709555 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3618000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:01:56.812335 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3609000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:03:00.905569 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3611000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:04:05.285773 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3618000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:05:09.458029 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3619000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:06:13.734488 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:07:18.016752 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3614000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:08:21.975889 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3615000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:09:26.639348 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3618000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:10:30.758465 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3615000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:11:34.947688 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3606000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:12:38.909247 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3602000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:13:42.935940 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3601000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:14:47.222396 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3593000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:15:51.238373 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3599000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:16:55.592086 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3605000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:17:59.613058 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3602000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:19:03.624953 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3599000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:20:07.826997 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3609000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:21:11.791586 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3606000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:22:15.747665 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3606000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:23:19.738062 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3604000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:24:23.611332 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3601000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:25:27.606157 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3597000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:26:31.481301 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3594000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:27:35.649773 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3596000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:28:39.497763 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3593000.0 	MA5 : 4019200.0 	Buy_yn : False
